Woonplaats code,Plaats,Plaatsnaam lengte,Postcode,Gemeente,Provincie
3187,Wieringerwaard,14,1766–1766,Hollands Kroon,Noord-Holland
3186,Breezand,8,1764–1764,Hollands Kroon,Noord-Holland
3185,Anna Paulowna,13,1761–1761,Hollands Kroon,Noord-Holland
3184,"Twijzelerheide /Twizelerheide",30,9287–9287,Achtkarspelen,Fryslân
3183,"Twijzel /Twizel",16,9286–9286,Achtkarspelen,Fryslân
3182,"Surhuizum /Surhuzum",20,9283–9283,Achtkarspelen,Fryslân
3181,"Surhuisterveen /Surhústerfean",30,9231–9231,Achtkarspelen,Fryslân
3180,"Stroobos /Strobos",18,9871–9872,Achtkarspelen,Fryslân
3179,"Kootstertille /Koatstertille",29,9288–9288,Achtkarspelen,Fryslân
3178,"Harkema /De Harkema",20,9281–9281,Achtkarspelen,Fryslân
3177,"Gerkesklooster /Gerkeskleaster",31,9872–9873,Achtkarspelen,Fryslân
3176,"Drogeham /Droegeham",20,9289–9289,Achtkarspelen,Fryslân
3175,"Buitenpost /Bûtenpost",22,9285–9285,Achtkarspelen,Fryslân
3174,"Boelenslaan /Boelensloane",26,9233–9233,Achtkarspelen,Fryslân
3173,"Augustinusga /Stynsgea",23,9284–9284,Achtkarspelen,Fryslân
3172,Zuidwolde,9,7921–7921,De Wolden,Drenthe
3171,Veeningen,9,7924–7924,De Wolden,Drenthe
3170,Ruinerwold,10,7961–7961,De Wolden,Drenthe
3169,Ruinen,6,7963–7963,De Wolden,Drenthe
3168,Linde,5,7925–7925,De Wolden,Drenthe
3167,Koekange,8,7958–7958,De Wolden,Drenthe
3166,Kerkenveld,10,7926–7926,De Wolden,Drenthe
3165,Eursinge,8,7935–7935,De Wolden,Drenthe
3164,Echten,6,7932–7932,De Wolden,Drenthe
3163,Drogteropslagen,15,7705–7705,De Wolden,Drenthe
3162,de Wijk,7,7957–7957,De Wolden,Drenthe
3161,Ansen,5,7964–7964,De Wolden,Drenthe
3160,Alteveer,8,7927–7927,De Wolden,Drenthe
3159,Zwaagdijk-West,14,1685–1687,Medemblik,Noord-Holland
3158,Wognum,6,1687–1687,Medemblik,Noord-Holland
3157,Twisk,5,1676–1676,Medemblik,Noord-Holland
3156,Sijbekarspel,12,1655–1655,Medemblik,Noord-Holland
3155,Opperdoes,9,1674–1674,Medemblik,Noord-Holland
3153,Nibbixwoud,10,1688–1688,Medemblik,Noord-Holland
3152,Midwoud,7,1679–1679,Medemblik,Noord-Holland
3151,Medemblik,9,1671–1671,Medemblik,Noord-Holland
3150,Lambertschaag,13,1658–1658,Medemblik,Noord-Holland
3148,Benningbroek,12,1654–1654,Medemblik,Noord-Holland
3147,Abbekerk,8,1657–1657,Medemblik,Noord-Holland
3146,Stad aan 't Haringvliet,23,3243–3243,Goeree-Overflakkee,Zuid-Holland
3145,Sommelsdijk,11,3245–3245,Goeree-Overflakkee,Zuid-Holland
3144,Nieuwe-Tonge,12,3244–3244,Goeree-Overflakkee,Zuid-Holland
3143,Middelharnis,12,3241–3241,Goeree-Overflakkee,Zuid-Holland
3142,Velden,6,5941–5941,Venlo,Limburg
3141,Lomm,4,5943–5943,Venlo,Limburg
3140,Arcen,5,5944–5944,Venlo,Limburg
3139,Venhorst,8,5428–5428,Boekel,Noord-Brabant
3138,Boekel,6,5427–5427,Boekel,Noord-Brabant
3137,Ressen,6,6684–6684,Lingewaard,Gelderland
3136,Haalderen,9,6685–6685,Lingewaard,Gelderland
3135,“Loo Gld”,9,6924–6924,Lingewaard,Gelderland
3134,Doornenburg,11,6686–6686,Lingewaard,Gelderland
3133,Angeren,7,6687–6687,Lingewaard,Gelderland
3132,Gendt,5,6691–6691,Lingewaard,Gelderland
3131,Bemmel,6,6681–6681,Lingewaard,Gelderland
3130,Huissen,7,6851–6852,Lingewaard,Gelderland
3129,Zorgvlied,9,8437–8437,Westerveld,Drenthe
3128,Wittelte,8,7986–7986,Westerveld,Drenthe
3127,Wilhelminaoord,14,8384–8384,Westerveld,Drenthe
3126,Wateren,7,8438–8438,Westerveld,Drenthe
3125,Wapserveen,10,8351–8351,Westerveld,Drenthe
3124,Wapse,5,7983–7983,Westerveld,Drenthe
3123,Vledderveen,11,8385–8385,Westerveld,Drenthe
3122,Vledder,7,8381–8381,Westerveld,Drenthe
3121,Uffelte,7,7975–7975,Westerveld,Drenthe
3120,Spier,5,7991–7991,Westerveld,Drenthe
3119,Ruinen,6,7991–7991,Westerveld,Drenthe
3118,Pesse,5,7991–7991,Westerveld,Drenthe
3117,Oude Willem,11,8439–8439,Westerveld,Drenthe
3116,Nijensleek,10,8383–8383,Westerveld,Drenthe
3115,Hoogersmilde,12,7981–7981,Westerveld,Drenthe
3114,Havelterberg,12,7974–7974,Westerveld,Drenthe
3113,Havelte,7,7971–7971,Westerveld,Drenthe
3112,Geeuwenbrug,11,7985–7985,Westerveld,Drenthe
3111,Frederiksoord,13,8382–8382,Westerveld,Drenthe
3110,Dwingeloo,9,7991–7991,Westerveld,Drenthe
3109,Doldersum,9,8386–8386,Westerveld,Drenthe
3108,Dieverbrug,10,7984–7984,Westerveld,Drenthe
3107,Diever,6,7981–7981,Westerveld,Drenthe
3106,Darp,4,7973–7973,Westerveld,Drenthe
3105,Boschoord,9,8387–8387,Westerveld,Drenthe
3104,Ansen,5,7991–7991,Westerveld,Drenthe
3103,Purmerend,9,1441–1448,Purmerend,Noord-Holland
3102,Ossenisse,9,4589–4589,Hulst,Zeeland
3101,Walsoorden,10,4588–4588,Hulst,Zeeland
3100,Kloosterzande,13,4587–4587,Hulst,Zeeland
3099,Lamswaarde,10,4586–4586,Hulst,Zeeland
3098,Hengstdijk,10,4585–4585,Hulst,Zeeland
3097,Kuitaart,8,4584–4584,Hulst,Zeeland
3096,Terhole,7,4583–4583,Hulst,Zeeland
3095,Vogelwaarde,11,4581–4581,Hulst,Zeeland
3094,Graauw,6,4569–4569,Hulst,Zeeland
3093,“Nieuw Namen”,13,4568–4568,Hulst,Zeeland
3092,Clinge,6,4567–4567,Hulst,Zeeland
3091,Heikant,7,4566–4566,Hulst,Zeeland
3090,Kapellebrug,11,4565–4565,Hulst,Zeeland
3089,Sint Jansteen,13,4564–4564,Hulst,Zeeland
3088,Hulst,5,4561–4562,Hulst,Zeeland
3087,“Vondelingenplaat Rotterdam”,28,3196–3196,Rotterdam,Zuid-Holland
3086,Rotterdam,9,3011–3089,Rotterdam,Zuid-Holland
3085,“Pernis Rotterdam”,18,3195–3195,Rotterdam,Zuid-Holland
3084,“Maasvlakte Rotterdam”,22,3199–3199,Rotterdam,Zuid-Holland
3083,“Hoogvliet Rotterdam”,21,3191–3194,Rotterdam,Zuid-Holland
3082,Hoek van Holland,16,3151–3151,Rotterdam,Zuid-Holland
3081,“Europoort Rotterdam”,21,3198–3198,Rotterdam,Zuid-Holland
3080,“Botlek Rotterdam”,18,3197–3197,Rotterdam,Zuid-Holland
3079,Alteveer,8,9661–9661,Stadskanaal,Groningen
3078,Vledderveen,11,9585–9585,Stadskanaal,Groningen
3077,Mussel,6,9584–9584,Stadskanaal,Groningen
3076,Onstwedde,9,9591–9591,Stadskanaal,Groningen
3075,Musselkanaal,12,9581–9581,Stadskanaal,Groningen
3074,Stadskanaal,11,9501–9503,Stadskanaal,Groningen
3073,Wezep,5,8091–8091,Oldebroek,Gelderland
3072,Oosterwolde,11,8097–8097,Oldebroek,Gelderland
3071,Oldebroek,9,8096–8096,Oldebroek,Gelderland
3070,“Noordeinde Gld”,16,8079–8079,Oldebroek,Gelderland
3069,Hattemerbroek,13,8094–8094,Oldebroek,Gelderland
3068,“ 't Loo Oldebroek”,19,8095–8095,Oldebroek,Gelderland
3067,Baneheide,9,6353–6353,Simpelveld,Limburg
3066,Bocholtz,8,6351–6351,Simpelveld,Limburg
3065,Simpelveld,10,6369–6369,Simpelveld,Limburg
3064,Vorstenbosch,12,5476–5476,Bernheze,Noord-Brabant
3063,Vinkel,6,5384–5384,Bernheze,Noord-Brabant
3062,Nistelrode,10,5388–5388,Bernheze,Noord-Brabant
3061,Loosbroek,9,5471–5472,Bernheze,Noord-Brabant
3060,Heeswijk-Dinther,16,5473–5473,Bernheze,Noord-Brabant
3059,Heesch,6,5384–5384,Bernheze,Noord-Brabant
3058,Julianadorp,11,1786–1788,Den Helder,Noord-Holland
3057,Huisduinen,10,1783–1783,Den Helder,Noord-Holland
3056,Den Helder,10,1781–1788,Den Helder,Noord-Holland
3055,Ubach over Worms,16,6371–6374,Landgraaf,Limburg
3054,De Moer,7,5176–5176,Loon op Zand,Noord-Brabant
3053,Loon op Zand,12,5175–5175,Loon op Zand,Noord-Brabant
3052,Kaatsheuvel,11,5171–5172,Loon op Zand,Noord-Brabant
3051,Waddinxveen,11,2741–2743,Waddinxveen,Zuid-Holland
3050,Egmond-Binnen,13,1935–1935,Bergen,Noord-Holland
3049,Egmond aan Zee,14,1931–1931,Bergen,Noord-Holland
3048,Egmond aan den Hoef,19,1934–1934,Bergen,Noord-Holland
3047,“Bergen (NH)”,13,1861–1862,Bergen,Noord-Holland
3046,Bergen aan Zee,14,1865–1865,Bergen,Noord-Holland
3045,Schoorl,7,1871–1871,Bergen,Noord-Holland
3044,Groet,5,1873–1873,Bergen,Noord-Holland
3043,Woubrugge,9,2481–2481,Kaag en Braassem,Zuid-Holland
3042,Roelofarendsveen,16,2371–2371,Kaag en Braassem,Zuid-Holland
3041,Rijpwetering,12,2375–2375,Kaag en Braassem,Zuid-Holland
3040,Rijnsaterwoude,14,2465–2465,Kaag en Braassem,Zuid-Holland
3039,Oude Wetering,13,2377–2377,Kaag en Braassem,Zuid-Holland
3037,Nieuwe Wetering,15,2376–2376,Kaag en Braassem,Zuid-Holland
3035,Kaag,4,2159–2159,Kaag en Braassem,Zuid-Holland
3034,Hoogmade,8,2355–2355,Kaag en Braassem,Zuid-Holland
3033,Hekelingen,10,3209–3209,Nissewaard,Zuid-Holland
3032,Spijkenisse,11,3201–3208,Nissewaard,Zuid-Holland
3031,Hardinxveld-Giessendam,22,3371–3373,Hardinxveld-Giessendam,Zuid-Holland
3030,Nijmegen,8,6511–6546,Nijmegen,Gelderland
3029,Zwiggelte,9,9433–9433,Midden-Drenthe,Drenthe
3028,Zuidveld,8,9432–9432,Midden-Drenthe,Drenthe
3027,Witteveen,9,9439–9439,Midden-Drenthe,Drenthe
3026,Wijster,7,9418–9418,Midden-Drenthe,Drenthe
3025,Westerbork,10,9431–9431,Midden-Drenthe,Drenthe
3024,Tiendeveen,10,7937–7938,Midden-Drenthe,Drenthe
3023,Stuifzand,9,7938–7938,Midden-Drenthe,Drenthe
3022,Spier,5,9417–9417,Midden-Drenthe,Drenthe
3021,Smilde,6,9422–9422,Midden-Drenthe,Drenthe
3020,Orvelte,7,9441–9441,Midden-Drenthe,Drenthe
3019,Oranje,6,9416–9416,Midden-Drenthe,Drenthe
3018,Nieuw-Balinge,13,7938–7938,Midden-Drenthe,Drenthe
3017,Nieuweroord,11,7938–7938,Midden-Drenthe,Drenthe
3016,Mantinge,8,9436–9436,Midden-Drenthe,Drenthe
3015,Hooghalen,9,9414–9414,Midden-Drenthe,Drenthe
3014,Hoogersmilde,12,9423–9423,Midden-Drenthe,Drenthe
3013,Hijken,6,9415–9415,Midden-Drenthe,Drenthe
3012,Garminge,8,9438–9438,Midden-Drenthe,Drenthe
3011,Eursinge,8,9434–9434,Midden-Drenthe,Drenthe
3010,Elp,3,9442–9442,Midden-Drenthe,Drenthe
3009,Drijber,7,9419–9419,Midden-Drenthe,Drenthe
3008,Bruntinge,9,9435–9435,Midden-Drenthe,Drenthe
3007,Bovensmilde,11,9421–9421,Midden-Drenthe,Drenthe
3006,Beilen,6,9411–9413,Midden-Drenthe,Drenthe
3005,Balinge,7,9437–9437,Midden-Drenthe,Drenthe
3004,Breukeleveen,12,3625–3625,Wijdemeren,Noord-Holland
3003,Nederhorst den Berg,19,1394–1394,Wijdemeren,Noord-Holland
3001,Kortenhoef,10,1241–1241,Wijdemeren,Noord-Holland
3000,'s-Graveland,12,1243–1243,Wijdemeren,Noord-Holland
2999,Ankeveen,8,1244–1244,Wijdemeren,Noord-Holland
2998,Boskoop,7,2771–2771,Alphen aan den Rijn,Zuid-Holland
2997,Wintelre,8,5513–5513,Eersel,Noord-Brabant
2996,Vessem,6,5512–5512,Eersel,Noord-Brabant
2995,Steensel,8,5524–5524,Eersel,Noord-Brabant
2994,Knegsel,7,5511–5511,Eersel,Noord-Brabant
2993,Eersel,6,5521–5521,Eersel,Noord-Brabant
2992,Duizel,6,5525–5525,Eersel,Noord-Brabant
2991,Renkum,6,6871–6871,Renkum,Gelderland
2990,Oosterbeek,10,6861–6862,Renkum,Gelderland
2989,Wolfheze,8,6874–6874,Renkum,Gelderland
2988,Heveadorp,9,6869–6869,Renkum,Gelderland
2987,Heelsum,7,6866–6866,Renkum,Gelderland
2986,Doorwerth,9,6865–6865,Renkum,Gelderland
2985,Vierhouten,10,8076–8076,Nunspeet,Gelderland
2984,Hulshorst,9,8077–8077,Nunspeet,Gelderland
2983,Elspeet,7,8075–8075,Nunspeet,Gelderland
2982,Nunspeet,8,8071–8072,Nunspeet,Gelderland
2981,Tolkamer,8,6916–6916,Zevenaar,Gelderland
2980,Spijk,5,6917–6917,Zevenaar,Gelderland
2979,Pannerden,9,6911–6911,Zevenaar,Gelderland
2978,Lobith,6,6915–6915,Zevenaar,Gelderland
2977,Herwen,6,6914–6914,Zevenaar,Gelderland
2976,Aerdt,5,6913–6913,Zevenaar,Gelderland
2975,Biervliet,9,4522–4522,Sluis,Zeeland
2974,IJzendijke,10,4515–4515,Sluis,Zeeland
2973,Sint Kruis,10,4528–4528,Sluis,Zeeland
2972,Zuidzande,9,4505–4505,Sluis,Zeeland
2971,Schoondijke,11,4507–4507,Sluis,Zeeland
2970,Retranchement,13,4525–4525,Sluis,Zeeland
2969,Nieuwvliet,10,4504–4504,Sluis,Zeeland
2968,Hoofdplaat,10,4513–4513,Sluis,Zeeland
2967,Groede,6,4503–4503,Sluis,Zeeland
2966,Eede,4,4529–4529,Sluis,Zeeland
2965,Breskens,8,4511–4511,Sluis,Zeeland
2964,Cadzand,7,4506–4506,Sluis,Zeeland
2963,Waterlandkerkje,15,4508–4508,Sluis,Zeeland
2962,Sluis,5,4524–4524,Sluis,Zeeland
2961,Aardenburg,10,4527–4527,Sluis,Zeeland
2960,Oostburg,8,4501–4501,Sluis,Zeeland
2959,Dorst,5,4849–4849,Oosterhout,Noord-Brabant
2957,Oosteind,8,4909–4909,Oosterhout,Noord-Brabant
2955,Roggel,6,6088–6088,Leudal,Limburg
2954,Nunhem,6,6083–6083,Leudal,Limburg
2953,Neeritter,9,6015–6015,Leudal,Limburg
2952,Neer,4,6086–6086,Leudal,Limburg
2951,Kelpen-Oler,11,6037–6037,Leudal,Limburg
2950,Ittervoort,10,6014–6014,Leudal,Limburg
2949,Hunsel,6,6013–6013,Leudal,Limburg
2948,Horn,4,6085–6085,Leudal,Limburg
2947,Heythuysen,10,6093–6093,Leudal,Limburg
2946,Heibloem,8,6089–6089,Leudal,Limburg
2945,Haler,5,6012–6012,Leudal,Limburg
2944,Haelen,6,6081–6081,Leudal,Limburg
2943,Grathem,7,6096–6096,Leudal,Limburg
2942,Ell,3,6011–6011,Leudal,Limburg
2941,Buggenum,8,6082–6082,Leudal,Limburg
2940,Baexem,6,6095–6095,Leudal,Limburg
2939,Westbroek,9,3615–3615,De Bilt,Utrecht
2938,Hollandsche Rading,18,3739–3739,De Bilt,Utrecht
2937,Groenekan,9,3737–3737,De Bilt,Utrecht
2936,Maartensdijk,12,3738–3738,De Bilt,Utrecht
2935,Bilthoven,9,3721–3723,De Bilt,Utrecht
2934,De Bilt,7,3731–3732,De Bilt,Utrecht
2933,Stellendam,10,3251–3251,Goeree-Overflakkee,Zuid-Holland
2932,Ouddorp,7,3253–3253,Goeree-Overflakkee,Zuid-Holland
2931,Goedereede,10,3252–3252,Goeree-Overflakkee,Zuid-Holland
2930,Ommel,5,5724–5724,Asten,Noord-Brabant
2929,Heusden,7,5725–5725,Asten,Noord-Brabant
2928,Asten,5,5721–5721,Asten,Noord-Brabant
2927,Rozendaal,9,6891–6891,Rozendaal,Gelderland
2926,Midlaren,8,9475–9475,Tynaarlo,Drenthe
2925,Zuidlaarderveen,15,9474–9474,Tynaarlo,Drenthe
2924,De Groeve,9,9473–9473,Tynaarlo,Drenthe
2923,Zeijen,6,9491–9491,Tynaarlo,Drenthe
2922,Zeegse,6,9483–9483,Tynaarlo,Drenthe
2921,Yde,3,9494–9494,Tynaarlo,Drenthe
2920,Winde,5,9495–9495,Tynaarlo,Drenthe
2919,Tynaarlo,8,9482–9482,Tynaarlo,Drenthe
2918,Taarlo,6,9485–9485,Tynaarlo,Drenthe
2917,Oudemolen,9,9484–9484,Tynaarlo,Drenthe
2916,Donderen,8,9497–9497,Tynaarlo,Drenthe
2915,De Punt,7,9493–9493,Tynaarlo,Drenthe
2914,Bunne,5,9496–9496,Tynaarlo,Drenthe
2913,Zuidlaren,9,9471–9472,Tynaarlo,Drenthe
2912,Vries,5,9481–9481,Tynaarlo,Drenthe
2911,Eelderwolde,11,9766–9766,Tynaarlo,Drenthe
2910,Paterswolde,11,9765–9765,Tynaarlo,Drenthe
2909,Eelde,5,9761–9761,Tynaarlo,Drenthe
2908,“Spaarndam gem. Haarlem”,24,2063–2063,Haarlem,Noord-Holland
2907,Haarlem,7,2001–2037,Haarlem,Noord-Holland
2906,Puiflijk,8,6655–6655,Druten,Gelderland
2905,Horssen,7,6631–6631,Druten,Gelderland
2904,Druten,6,6651–6652,Druten,Gelderland
2903,Deest,5,6653–6653,Druten,Gelderland
2902,Afferden,8,6654–6654,Druten,Gelderland
2901,Mastenbroek,11,8293–8293,Kampen,Overijssel
2900,Kamperveen,10,8278–8278,Kampen,Overijssel
2899,'s-Heerenbroek,14,8275–8275,Kampen,Overijssel
2898,Wilsum,6,8274–8274,Kampen,Overijssel
2897,Zalk,4,8276–8276,Kampen,Overijssel
2896,Grafhorst,9,8277–8277,Kampen,Overijssel
2895,IJsselmuiden,12,8271–8271,Kampen,Overijssel
2894,Kampen,6,8261–8267,Kampen,Overijssel
2893,"Wijnaldum /Winaem",18,8857–8857,Harlingen,Fryslân
2892,Heilig Landstichting,20,6564–6564,Berg en Dal,Gelderland
2892,"Midlum /Mullum",15,8872–8872,Harlingen,Fryslân
2891,"Harlingen /Harns",17,8861–8862,Harlingen,Fryslân
2890,Laren,5,1251–1251,Laren,Noord-Holland
2889,Zuid-Beijerland,15,3284–3284,Hoeksche Waard,Zuid-Holland
2888,Piershil,8,3265–3265,Hoeksche Waard,Zuid-Holland
2887,Nieuw-Beijerland,16,3264–3264,Hoeksche Waard,Zuid-Holland
2886,Goudswaard,10,3267–3267,Hoeksche Waard,Zuid-Holland
2885,Castelre,8,5114–5114,Baarle-Nassau,Noord-Brabant
2884,Ulicoten,8,5113–5113,Baarle-Nassau,Noord-Brabant
2883,Baarle-Nassau,13,5111–5111,Baarle-Nassau,Noord-Brabant
2882,Hattem,6,8051–8052,Hattem,Gelderland
2881,Riel,4,5133–5133,Goirle,Noord-Brabant
2880,Goirle,6,5051–5053,Goirle,Noord-Brabant
2879,Ubbergen,8,6574–6574,Berg en Dal,Gelderland
2878,Persingen,9,6575–6575,Berg en Dal,Gelderland
2877,Ooij,4,6576–6576,Berg en Dal,Gelderland
2876,Leuth,5,6578–6578,Berg en Dal,Gelderland
2875,Kekerdom,8,6579–6579,Berg en Dal,Gelderland
2874,Erlecom,7,6577–6577,Berg en Dal,Gelderland
2872,Beek,4,6573–6573,Berg en Dal,Gelderland
2871,Hoevelaken,10,3871–3871,Nijkerk,Gelderland
2868,Wapenveld,9,8191–8191,Heerde,Gelderland
2867,Vorchten,8,8193–8193,Heerde,Gelderland
2866,Veessen,7,8194–8194,Heerde,Gelderland
2865,Heerde,6,8181–8181,Heerde,Gelderland
2860,Schalkhaar,10,7433–7433,Deventer,Overijssel
2859,Okkenbroek,10,7435–7435,Deventer,Overijssel
2858,Lettele,7,7434–7434,Deventer,Overijssel
2857,Diepenveen,10,7431–7431,Deventer,Overijssel
2856,Deventer,8,7401–7429,Deventer,Overijssel
2855,Colmschate,10,7429–7429,Deventer,Overijssel
2854,Bathmen,7,7437–7437,Deventer,Overijssel
2853,Benthuizen,10,2731–2731,Alphen aan den Rijn,Zuid-Holland
2852,Hazerswoude-Dorp,16,2391–2391,Alphen aan den Rijn,Zuid-Holland
2851,Hazerswoude-Rijndijk,20,2394–2394,Alphen aan den Rijn,Zuid-Holland
2850,Koudekerk aan den Rijn,22,2396–2396,Alphen aan den Rijn,Zuid-Holland
2849,Brunssum,8,6441–6446,Brunssum,Limburg
2848,Schinveld,9,6451–6451,Beekdaelen,Limburg
2847,Merkelbeek,10,6447–6447,Beekdaelen,Limburg
2846,Jabeek,6,6454–6454,Beekdaelen,Limburg
2845,Bingelrade,10,6456–6456,Beekdaelen,Limburg
2844,Zijderveld,10,4122–4122,Vijfheerenlanden,Utrecht
2843,Vianen,6,4131–4133,Vijfheerenlanden,Utrecht
2842,Ossenwaard,10,3989–3989,Vijfheerenlanden,Utrecht
2840,Everdingen,10,4121–4121,Vijfheerenlanden,Utrecht
2839,Velserbroek,11,1991–1992,Velsen,Noord-Holland
2838,Santpoort-Zuid,14,2081–2082,Velsen,Noord-Holland
2837,Santpoort-Noord,15,2071–2071,Velsen,Noord-Holland
2836,“Driehuis NH”,13,1985–1985,Velsen,Noord-Holland
2835,IJmuiden,8,1971–1976,Velsen,Noord-Holland
2832,Zuidwolde,9,9785–9785,Het Hogeland,Groningen
2831,Onderdendam,11,9959–9959,Het Hogeland,Groningen
2830,Noordwolde,10,9784–9784,Het Hogeland,Groningen
2829,Bedum,5,9781–9781,Het Hogeland,Groningen
2828,Blaricum,8,1261–1262,Blaricum,Noord-Holland
2827,Veghel,6,5461–5467,Meierijstad,Noord-Brabant
2826,Erp,3,5469–5469,Meierijstad,Noord-Brabant
2825,Huis ter Heide,14,3712–3712,Zeist,Utrecht
2824,Austerlitz,10,3711–3711,Zeist,Utrecht
2823,Bosch en Duin,13,3735–3735,Zeist,Utrecht
2822,Den Dolder,10,3734–3734,Zeist,Utrecht
2821,Zeist,5,3701–3709,Zeist,Utrecht
2820,Windraak,8,6153–6153,Sittard-Geleen,Limburg
2818,Papenhoven,10,6124–6124,Sittard-Geleen,Limburg
2817,Obbicht,7,6125–6125,Sittard-Geleen,Limburg
2816,Munstergeleen,13,6151–6151,Sittard-Geleen,Limburg
2815,Limbricht,9,6141–6141,Sittard-Geleen,Limburg
2814,Holtum,6,6123–6123,Sittard-Geleen,Limburg
2813,Guttecoven,10,6143–6143,Sittard-Geleen,Limburg
2812,Grevenbicht,11,6127–6127,Sittard-Geleen,Limburg
2810,Einighausen,11,6142–6142,Sittard-Geleen,Limburg
2809,Buchten,7,6122–6122,Sittard-Geleen,Limburg
2808,Born,4,6121–6121,Sittard-Geleen,Limburg
2807,Den Hoorn,9,2635–2635,Midden-Delfland,Zuid-Holland
2806,Maasland,8,3155–3155,Midden-Delfland,Zuid-Holland
2805,Schipluiden,11,2636–2636,Midden-Delfland,Zuid-Holland
2804,Plasmolen,9,6586–6586,Mook en Middelaar,Limburg
2803,Mook,4,6585–6585,Mook en Middelaar,Limburg
2802,Molenhoek,9,6584–6584,Mook en Middelaar,Limburg
2801,Middelaar,9,6587–6587,Mook en Middelaar,Limburg
2800,'s Gravenmoer,13,5109–5109,Dongen,Noord-Brabant
2799,Dongen,6,5101–5107,Dongen,Noord-Brabant
2798,Strijensas,10,3292–3292,Hoeksche Waard,Zuid-Holland
2797,Strijen,7,3291–3291,Hoeksche Waard,Zuid-Holland
2796,Mookhoek,8,3293–3293,Hoeksche Waard,Zuid-Holland
2795,Nieuw-Lekkerland,16,2957–2957,Molenlanden,Zuid-Holland
2794,Kinderdijk,10,2961–2961,Molenlanden,Zuid-Holland
2793,Oud-Beijerland,14,3261–3263,Hoeksche Waard,Zuid-Holland
2792,Spanbroek,9,1715–1715,Opmeer,Noord-Holland
2791,Opmeer,6,1716–1716,Opmeer,Noord-Holland
2790,Hoogwoud,8,1718–1718,Opmeer,Noord-Holland
2789,De Weere,8,1661–1663,Opmeer,Noord-Holland
2788,Aartswoud,9,1719–1719,Opmeer,Noord-Holland
2787,Sint-Oedenrode,14,5491–5492,Meierijstad,Noord-Brabant
2786,Zoutelande,10,4374–4374,Veere,Zeeland
2785,Westkapelle,11,4361–4361,Veere,Zeeland
2784,Vrouwenpolder,13,4354–4354,Veere,Zeeland
2783,Veere,5,4351–4351,Veere,Zeeland
2782,Serooskerke,11,4353–4353,Veere,Zeeland
2781,Oostkapelle,11,4356–4356,Veere,Zeeland
2780,Meliskerke,10,4365–4365,Veere,Zeeland
2779,Koudekerke,10,4371–4371,Veere,Zeeland
2778,Grijpskerke,11,4364–4364,Veere,Zeeland
2777,Gapinge,7,4352–4352,Veere,Zeeland
2776,Domburg,7,4357–4357,Veere,Zeeland
2775,Biggekerke,10,4373–4373,Veere,Zeeland
2774,Aagtekerke,10,4363–4363,Veere,Zeeland
2773,Deelen,6,6877–6877,Ede,Gelderland
2772,Hoenderloo,10,7352–7352,Ede,Gelderland
2771,Wekerom,7,6733–6733,Ede,Gelderland
2770,De Klomp,8,6745–6745,Ede,Gelderland
2769,Ederveen,8,6744–6744,Ede,Gelderland
2768,Harskamp,8,6732–6732,Ede,Gelderland
2767,Otterlo,7,6731–6731,Ede,Gelderland
2766,Bennekom,8,6721–6721,Ede,Gelderland
2765,Lunteren,8,6741–6741,Ede,Gelderland
2764,Ede,3,6711–6718,Ede,Gelderland
2763,Oudesluis,9,1757–1757,Schagen,Noord-Holland
2762,Burgerbrug,10,1754–1754,Schagen,Noord-Holland
2761,Petten,6,1755–1755,Schagen,Noord-Holland
2760,Sint Maartensvlotbrug,21,1753–1753,Schagen,Noord-Holland
2759,Sint Maartensbrug,17,1752–1752,Schagen,Noord-Holland
2758,'t Zand,7,1756–1756,Schagen,Noord-Holland
2757,Callantsoog,11,1759–1759,Schagen,Noord-Holland
2756,Schagerbrug,11,1751–1751,Schagen,Noord-Holland
2755,Uitgeest,8,1911–1911,Uitgeest,Noord-Holland
2754,Enkhuizen,9,1601–1602,Enkhuizen,Noord-Holland
2753,Winssen,7,6645–6645,Beuningen,Gelderland
2752,Ewijk,5,6644–6644,Beuningen,Gelderland
2751,“Beuningen Gld”,15,6641–6642,Beuningen,Gelderland
2750,Weurt,5,6551–6551,Beuningen,Gelderland
2746,Lierop,6,5715–5715,Someren,Noord-Brabant
2745,Someren,7,5711–5712,Someren,Noord-Brabant
2744,Oegstgeest,10,2341–2343,Oegstgeest,Zuid-Holland
2743,Oudeschild,10,1792–1792,Texel,Noord-Holland
2742,Oosterend,9,1794–1794,Texel,Noord-Holland
2741,Den Hoorn,9,1797–1797,Texel,Noord-Holland
2740,Den Burg,8,1791–1791,Texel,Noord-Holland
2739,De Waal,7,1793–1793,Texel,Noord-Holland
2738,De Koog,7,1796–1796,Texel,Noord-Holland
2737,De Cocksdorp,12,1795–1795,Texel,Noord-Holland
2735,Beverwijk,9,1941–1948,Beverwijk,Noord-Holland
2734,Wier,4,9043–9043,Waadhoeke,Fryslân
2733,Slappeterp,10,9037–9037,Waadhoeke,Fryslân
2732,"Skingen /Schingen",18,8816–8816,Waadhoeke,Fryslân
2731,"Menaam /Menaldum",17,9036–9036,Waadhoeke,Fryslân
2730,"Marsum /Marssum",16,9034–9034,Waadhoeke,Fryslân
2729,"Dronryp /Dronrijp",18,9035–9035,Waadhoeke,Fryslân
